"quality","class","variable","value"
6,"Mediocre","Free sulfur dioxide",1.92397477704627
5,"Mediocre","Free sulfur dioxide",-0.561647577861177
6,"Mediocre","Free sulfur dioxide",-1.23085359649011
6,"Mediocre","Free sulfur dioxide",-1.23085359649011
5,"Mediocre","Free sulfur dioxide",-1.13525273668597
6,"Mediocre","Free sulfur dioxide",-1.23085359649011
7,"Good","Free sulfur dioxide",-0.370445858252912
6,"Mediocre","Free sulfur dioxide",0.107558440767751
6,"Mediocre","Free sulfur dioxide",-0.179244138644646
5,"Mediocre","Free sulfur dioxide",1.15916789861321
6,"Mediocre","Free sulfur dioxide",2.40197907606693
7,"Good","Free sulfur dioxide",-0.370445858252912
7,"Good","Free sulfur dioxide",-0.657248437665309
7,"Good","Free sulfur dioxide",-0.657248437665309
5,"Mediocre","Free sulfur dioxide",-1.03965187688184
6,"Mediocre","Free sulfur dioxide",-0.179244138644646
6,"Mediocre","Free sulfur dioxide",-0.0836432788405138
7,"Good","Free sulfur dioxide",-1.03965187688184
7,"Good","Free sulfur dioxide",0.967966179004945
5,"Mediocre","Free sulfur dioxide",0.394361020180149
7,"Good","Free sulfur dioxide",0.872365319200812
6,"Mediocre","Free sulfur dioxide",0.489961879984282
5,"Mediocre","Free sulfur dioxide",0.0119575809636188
6,"Mediocre","Free sulfur dioxide",-0.274844998448779
6,"Mediocre","Free sulfur dioxide",0.489961879984282
7,"Good","Free sulfur dioxide",0.203159300571884
6,"Mediocre","Free sulfur dioxide",-0.370445858252912
6,"Mediocre","Free sulfur dioxide",1.54157133782974
6,"Mediocre","Free sulfur dioxide",1.63717219763387
5,"Mediocre","Free sulfur dioxide",1.06356703880908
6,"Mediocre","Free sulfur dioxide",-1.23085359649011
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
5,"Mediocre","Free sulfur dioxide",1.06356703880908
5,"Mediocre","Free sulfur dioxide",0.0119575809636188
5,"Mediocre","Free sulfur dioxide",0.298760160376017
7,"Good","Free sulfur dioxide",-0.657248437665309
6,"Mediocre","Free sulfur dioxide",-1.03965187688184
6,"Mediocre","Free sulfur dioxide",-1.03965187688184
7,"Good","Free sulfur dioxide",-1.23085359649011
5,"Mediocre","Free sulfur dioxide",1.15916789861321
7,"Good","Free sulfur dioxide",1.35036961822148
7,"Good","Free sulfur dioxide",-1.23085359649011
6,"Mediocre","Free sulfur dioxide",-1.23085359649011
8,"Good","Free sulfur dioxide",-0.848450157273575
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",-1.03965187688184
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
7,"Good","Free sulfur dioxide",-0.274844998448779
7,"Good","Free sulfur dioxide",-1.23085359649011
7,"Good","Free sulfur dioxide",-1.23085359649011
5,"Mediocre","Free sulfur dioxide",1.15916789861321
7,"Good","Free sulfur dioxide",0.298760160376017
5,"Mediocre","Free sulfur dioxide",1.35036961822148
6,"Mediocre","Free sulfur dioxide",1.63717219763387
6,"Mediocre","Free sulfur dioxide",0.0119575809636188
5,"Mediocre","Free sulfur dioxide",1.35036961822148
7,"Good","Free sulfur dioxide",2.78438251528346
6,"Mediocre","Free sulfur dioxide",-1.23085359649011
5,"Mediocre","Free sulfur dioxide",-1.23085359649011
5,"Mediocre","Free sulfur dioxide",-1.23085359649011
7,"Good","Free sulfur dioxide",2.06737606675247
6,"Mediocre","Free sulfur dioxide",-1.23085359649011
7,"Good","Free sulfur dioxide",2.06737606675247
6,"Mediocre","Free sulfur dioxide",1.44597047802561
6,"Mediocre","Free sulfur dioxide",1.54157133782974
6,"Mediocre","Free sulfur dioxide",1.44597047802561
5,"Mediocre","Free sulfur dioxide",2.3063782162628
7,"Good","Free sulfur dioxide",-1.23085359649011
6,"Mediocre","Free sulfur dioxide",0.203159300571884
7,"Good","Free sulfur dioxide",0.585562739788414
7,"Good","Free sulfur dioxide",0.585562739788414
8,"Good","Free sulfur dioxide",2.49757993587107
6,"Mediocre","Free sulfur dioxide",-0.752849297469442
6,"Mediocre","Free sulfur dioxide",-0.561647577861177
7,"Good","Free sulfur dioxide",-0.466046718057044
6,"Mediocre","Free sulfur dioxide",-0.657248437665309
5,"Mediocre","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",-0.657248437665309
5,"Mediocre","Free sulfur dioxide",-1.03965187688184
7,"Good","Free sulfur dioxide",-1.03965187688184
5,"Mediocre","Free sulfur dioxide",-1.03965187688184
6,"Mediocre","Free sulfur dioxide",0.681163599592547
6,"Mediocre","Free sulfur dioxide",-0.179244138644646
6,"Mediocre","Free sulfur dioxide",0.203159300571884
6,"Mediocre","Free sulfur dioxide",-0.179244138644646
6,"Mediocre","Free sulfur dioxide",0.0119575809636188
5,"Mediocre","Free sulfur dioxide",-0.274844998448779
6,"Mediocre","Free sulfur dioxide",-0.657248437665309
7,"Good","Free sulfur dioxide",-0.561647577861177
5,"Mediocre","Free sulfur dioxide",-1.13525273668597
6,"Mediocre","Free sulfur dioxide",1.06356703880908
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
7,"Good","Free sulfur dioxide",0.681163599592547
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",-1.23085359649011
6,"Mediocre","Free sulfur dioxide",1.25476875841734
6,"Mediocre","Free sulfur dioxide",-0.0836432788405138
6,"Mediocre","Free sulfur dioxide",-0.0836432788405138
6,"Mediocre","Free sulfur dioxide",-0.0836432788405138
6,"Mediocre","Free sulfur dioxide",-0.179244138644646
5,"Mediocre","Free sulfur dioxide",-0.848450157273575
8,"Good","Free sulfur dioxide",-0.752849297469442
6,"Mediocre","Free sulfur dioxide",0.489961879984282
6,"Mediocre","Free sulfur dioxide",1.06356703880908
6,"Mediocre","Free sulfur dioxide",0.107558440767751
4,"Poor","Free sulfur dioxide",-1.23085359649011
7,"Good","Free sulfur dioxide",-0.274844998448779
6,"Mediocre","Free sulfur dioxide",-1.23085359649011
6,"Mediocre","Free sulfur dioxide",0.967966179004945
5,"Mediocre","Free sulfur dioxide",1.15916789861321
6,"Mediocre","Free sulfur dioxide",0.77676445939668
6,"Mediocre","Free sulfur dioxide",-1.03965187688184
5,"Mediocre","Free sulfur dioxide",3.93159283293306
7,"Good","Free sulfur dioxide",0.203159300571884
7,"Good","Free sulfur dioxide",-0.561647577861177
7,"Good","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",0.585562739788414
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
5,"Mediocre","Free sulfur dioxide",1.25476875841734
6,"Mediocre","Free sulfur dioxide",0.0119575809636188
6,"Mediocre","Free sulfur dioxide",1.63717219763387
6,"Mediocre","Free sulfur dioxide",0.77676445939668
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",0.0119575809636188
5,"Mediocre","Free sulfur dioxide",1.82837391724214
6,"Mediocre","Free sulfur dioxide",1.44597047802561
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
7,"Good","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",-0.657248437665309
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
7,"Good","Free sulfur dioxide",-1.13525273668597
6,"Mediocre","Free sulfur dioxide",0.0119575809636188
5,"Mediocre","Free sulfur dioxide",-0.657248437665309
6,"Mediocre","Free sulfur dioxide",0.107558440767751
6,"Mediocre","Free sulfur dioxide",3.26238681430413
5,"Mediocre","Free sulfur dioxide",-0.657248437665309
7,"Good","Free sulfur dioxide",2.78438251528346
7,"Good","Free sulfur dioxide",0.0119575809636188
6,"Mediocre","Free sulfur dioxide",0.585562739788414
5,"Mediocre","Free sulfur dioxide",-0.466046718057044
7,"Good","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",-0.370445858252912
7,"Good","Free sulfur dioxide",-0.370445858252912
5,"Mediocre","Free sulfur dioxide",-0.561647577861177
5,"Mediocre","Free sulfur dioxide",-0.561647577861177
5,"Mediocre","Free sulfur dioxide",-0.0836432788405138
5,"Mediocre","Free sulfur dioxide",-0.848450157273575
7,"Good","Free sulfur dioxide",1.25476875841734
6,"Mediocre","Free sulfur dioxide",-0.752849297469442
6,"Mediocre","Free sulfur dioxide",-1.03965187688184
6,"Mediocre","Free sulfur dioxide",-1.03965187688184
6,"Mediocre","Free sulfur dioxide",0.967966179004945
6,"Mediocre","Free sulfur dioxide",-1.03965187688184
6,"Mediocre","Free sulfur dioxide",0.967966179004945
6,"Mediocre","Free sulfur dioxide",0.967966179004945
6,"Mediocre","Free sulfur dioxide",3.07118509469586
4,"Poor","Free sulfur dioxide",0.681163599592547
7,"Good","Free sulfur dioxide",-0.944051017077707
5,"Mediocre","Free sulfur dioxide",0.107558440767751
6,"Mediocre","Free sulfur dioxide",-0.466046718057044
6,"Mediocre","Free sulfur dioxide",-0.466046718057044
5,"Mediocre","Free sulfur dioxide",-1.03965187688184
6,"Mediocre","Free sulfur dioxide",2.40197907606693
5,"Mediocre","Free sulfur dioxide",0.0119575809636188
5,"Mediocre","Free sulfur dioxide",-0.466046718057044
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
5,"Mediocre","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
5,"Mediocre","Free sulfur dioxide",-0.466046718057044
4,"Poor","Free sulfur dioxide",-1.03965187688184
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
5,"Mediocre","Free sulfur dioxide",-0.944051017077707
7,"Good","Free sulfur dioxide",-0.466046718057044
5,"Mediocre","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",-0.0836432788405138
6,"Mediocre","Free sulfur dioxide",0.489961879984282
6,"Mediocre","Free sulfur dioxide",0.681163599592547
6,"Mediocre","Free sulfur dioxide",-1.13525273668597
6,"Mediocre","Free sulfur dioxide",0.298760160376017
6,"Mediocre","Free sulfur dioxide",0.681163599592547
6,"Mediocre","Free sulfur dioxide",-1.13525273668597
7,"Good","Free sulfur dioxide",-1.03965187688184
8,"Good","Free sulfur dioxide",-0.944051017077707
5,"Mediocre","Free sulfur dioxide",1.63717219763387
7,"Good","Free sulfur dioxide",0.77676445939668
7,"Good","Free sulfur dioxide",0.77676445939668
7,"Good","Free sulfur dioxide",0.77676445939668
5,"Mediocre","Free sulfur dioxide",0.77676445939668
7,"Good","Free sulfur dioxide",0.77676445939668
7,"Good","Free sulfur dioxide",-0.179244138644646
6,"Mediocre","Free sulfur dioxide",-0.752849297469442
5,"Mediocre","Free sulfur dioxide",0.585562739788414
6,"Mediocre","Free sulfur dioxide",-0.752849297469442
6,"Mediocre","Free sulfur dioxide",-1.03965187688184
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",0.394361020180149
6,"Mediocre","Free sulfur dioxide",-0.561647577861177
6,"Mediocre","Free sulfur dioxide",2.5931807956752
6,"Mediocre","Free sulfur dioxide",-0.752849297469442
6,"Mediocre","Free sulfur dioxide",0.872365319200812
6,"Mediocre","Free sulfur dioxide",0.107558440767751
6,"Mediocre","Free sulfur dioxide",0.107558440767751
6,"Mediocre","Free sulfur dioxide",1.63717219763387
6,"Mediocre","Free sulfur dioxide",-0.657248437665309
6,"Mediocre","Free sulfur dioxide",-0.752849297469442
5,"Mediocre","Free sulfur dioxide",0.203159300571884
5,"Mediocre","Free sulfur dioxide",1.06356703880908
5,"Mediocre","Free sulfur dioxide",-0.752849297469442
7,"Good","Free sulfur dioxide",0.203159300571884
5,"Mediocre","Free sulfur dioxide",0.298760160376017
6,"Mediocre","Free sulfur dioxide",-0.0836432788405138
5,"Mediocre","Free sulfur dioxide",3.07118509469586
5,"Mediocre","Free sulfur dioxide",0.298760160376017
4,"Poor","Free sulfur dioxide",-0.179244138644646
6,"Mediocre","Free sulfur dioxide",-0.466046718057044
4,"Poor","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",-0.848450157273575
6,"Mediocre","Free sulfur dioxide",-0.466046718057044
4,"Poor","Free sulfur dioxide",-0.370445858252912
4,"Poor","Free sulfur dioxide",-0.466046718057044
5,"Mediocre","Free sulfur dioxide",1.92397477704627
5,"Mediocre","Free sulfur dioxide",1.15916789861321
6,"Mediocre","Free sulfur dioxide",-0.0836432788405138
5,"Mediocre","Free sulfur dioxide",-0.561647577861177
6,"Mediocre","Free sulfur dioxide",5.36560572999504
5,"Mediocre","Free sulfur dioxide",-0.0836432788405138
5,"Mediocre","Free sulfur dioxide",-0.0836432788405138
5,"Mediocre","Free sulfur dioxide",-0.0836432788405138
6,"Mediocre","Free sulfur dioxide",0.585562739788414
6,"Mediocre","Free sulfur dioxide",0.77676445939668
6,"Mediocre","Free sulfur dioxide",0.77676445939668
5,"Mediocre","Free sulfur dioxide",1.06356703880908
5,"Mediocre","Free sulfur dioxide",-0.944051017077707
5,"Mediocre","Free sulfur dioxide",-0.944051017077707
5,"Mediocre","Free sulfur dioxide",0.394361020180149
5,"Mediocre","Free sulfur dioxide",0.967966179004945
5,"Mediocre","Free sulfur dioxide",2.5931807956752
6,"Mediocre","Free sulfur dioxide",-0.370445858252912
6,"Mediocre","Free sulfur dioxide",-0.0836432788405138
6,"Mediocre","Free sulfur dioxide",-0.0836432788405138
5,"Mediocre","Free sulfur dioxide",0.298760160376017
4,"Poor","Free sulfur dioxide",0.107558440767751
5,"Mediocre","Free sulfur dioxide",1.73277305743801
4,"Poor","Free sulfur dioxide",-0.274844998448779
6,"Mediocre","Free sulfur dioxide",0.967966179004945
6,"Mediocre","Free sulfur dioxide",0.0119575809636188
6,"Mediocre","Free sulfur dioxide",0.0119575809636188
6,"Mediocre","Free sulfur dioxide",-0.274844998448779
6,"Mediocre","Free sulfur dioxide",0.489961879984282
8,"Good","Free sulfur dioxide",1.15916789861321
6,"Mediocre","Free sulfur dioxide",0.967966179004945
6,"Mediocre","Free sulfur dioxide",0.77676445939668
5,"Mediocre","Free sulfur dioxide",0.872365319200812
5,"Mediocre","Free sulfur dioxide",1.73277305743801
6,"Mediocre","Free sulfur dioxide",0.107558440767751
6,"Mediocre","Free sulfur dioxide",-0.274844998448779
4,"Poor","Free sulfur dioxide",-1.23085359649011
6,"Mediocre","Free sulfur dioxide",-1.23085359649011
6,"Mediocre","Free sulfur dioxide",-0.274844998448779
7,"Good","Free sulfur dioxide",-1.23085359649011
6,"Mediocre","Free sulfur dioxide",1.15916789861321
6,"Mediocre","Free sulfur dioxide",1.15916789861321
6,"Mediocre","Free sulfur dioxide",-0.657248437665309
6,"Mediocre","Free sulfur dioxide",0.107558440767751
5,"Mediocre","Free sulfur dioxide",0.203159300571884
5,"Mediocre","Free sulfur dioxide",0.394361020180149
6,"Mediocre","Free sulfur dioxide",0.107558440767751
5,"Mediocre","Free sulfur dioxide",-1.23085359649011
5,"Mediocre","Free sulfur dioxide",0.394361020180149
5,"Mediocre","Free sulfur dioxide",0.394361020180149
5,"Mediocre","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",0.872365319200812
6,"Mediocre","Free sulfur dioxide",-0.179244138644646
4,"Poor","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",0.872365319200812
5,"Mediocre","Free sulfur dioxide",3.35798767410826
5,"Mediocre","Free sulfur dioxide",3.35798767410826
6,"Mediocre","Free sulfur dioxide",-0.0836432788405138
6,"Mediocre","Free sulfur dioxide",-0.466046718057044
3,"Poor","Free sulfur dioxide",-1.03965187688184
6,"Mediocre","Free sulfur dioxide",-0.0836432788405138
6,"Mediocre","Free sulfur dioxide",0.394361020180149
6,"Mediocre","Free sulfur dioxide",-1.13525273668597
5,"Mediocre","Free sulfur dioxide",1.15916789861321
5,"Mediocre","Free sulfur dioxide",0.489961879984282
5,"Mediocre","Free sulfur dioxide",0.77676445939668
5,"Mediocre","Free sulfur dioxide",0.585562739788414
4,"Poor","Free sulfur dioxide",-0.0836432788405138
5,"Mediocre","Free sulfur dioxide",0.585562739788414
5,"Mediocre","Free sulfur dioxide",1.06356703880908
5,"Mediocre","Free sulfur dioxide",0.77676445939668
6,"Mediocre","Free sulfur dioxide",-0.370445858252912
5,"Mediocre","Free sulfur dioxide",-0.179244138644646
6,"Mediocre","Free sulfur dioxide",0.394361020180149
6,"Mediocre","Free sulfur dioxide",0.77676445939668
6,"Mediocre","Free sulfur dioxide",0.107558440767751
6,"Mediocre","Free sulfur dioxide",0.0119575809636188
6,"Mediocre","Free sulfur dioxide",-0.561647577861177
6,"Mediocre","Free sulfur dioxide",0.107558440767751
6,"Mediocre","Free sulfur dioxide",0.203159300571884
5,"Mediocre","Free sulfur dioxide",-0.370445858252912
6,"Mediocre","Free sulfur dioxide",0.0119575809636188
5,"Mediocre","Free sulfur dioxide",-0.657248437665309
7,"Good","Free sulfur dioxide",0.489961879984282
6,"Mediocre","Free sulfur dioxide",0.203159300571884
6,"Mediocre","Free sulfur dioxide",0.203159300571884
6,"Mediocre","Free sulfur dioxide",0.203159300571884
6,"Mediocre","Free sulfur dioxide",0.203159300571884
5,"Mediocre","Free sulfur dioxide",-0.274844998448779
6,"Mediocre","Free sulfur dioxide",0.107558440767751
6,"Mediocre","Free sulfur dioxide",0.107558440767751
5,"Mediocre","Free sulfur dioxide",1.44597047802561
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
5,"Mediocre","Free sulfur dioxide",-0.370445858252912
5,"Mediocre","Free sulfur dioxide",-1.13525273668597
6,"Mediocre","Free sulfur dioxide",0.298760160376017
5,"Mediocre","Free sulfur dioxide",-0.0836432788405138
5,"Mediocre","Free sulfur dioxide",-0.0836432788405138
5,"Mediocre","Free sulfur dioxide",-0.0836432788405138
6,"Mediocre","Free sulfur dioxide",-0.274844998448779
6,"Mediocre","Free sulfur dioxide",-0.274844998448779
6,"Mediocre","Free sulfur dioxide",-0.274844998448779
6,"Mediocre","Free sulfur dioxide",0.107558440767751
6,"Mediocre","Free sulfur dioxide",-0.274844998448779
5,"Mediocre","Free sulfur dioxide",-0.752849297469442
6,"Mediocre","Free sulfur dioxide",-0.561647577861177
5,"Mediocre","Free sulfur dioxide",-1.03965187688184
5,"Mediocre","Free sulfur dioxide",-0.848450157273575
5,"Mediocre","Free sulfur dioxide",-0.848450157273575
5,"Mediocre","Free sulfur dioxide",0.489961879984282
5,"Mediocre","Free sulfur dioxide",1.54157133782974
6,"Mediocre","Free sulfur dioxide",-0.752849297469442
5,"Mediocre","Free sulfur dioxide",-0.179244138644646
5,"Mediocre","Free sulfur dioxide",-0.179244138644646
5,"Mediocre","Free sulfur dioxide",-0.848450157273575
5,"Mediocre","Free sulfur dioxide",-1.03965187688184
5,"Mediocre","Free sulfur dioxide",-1.13525273668597
6,"Mediocre","Free sulfur dioxide",1.06356703880908
5,"Mediocre","Free sulfur dioxide",3.45358853391239
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
5,"Mediocre","Free sulfur dioxide",-0.466046718057044
5,"Mediocre","Free sulfur dioxide",-0.274844998448779
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
4,"Poor","Free sulfur dioxide",-0.466046718057044
6,"Mediocre","Free sulfur dioxide",-0.561647577861177
5,"Mediocre","Free sulfur dioxide",-0.561647577861177
5,"Mediocre","Free sulfur dioxide",-0.561647577861177
6,"Mediocre","Free sulfur dioxide",-0.657248437665309
6,"Mediocre","Free sulfur dioxide",0.0119575809636188
4,"Poor","Free sulfur dioxide",-1.13525273668597
5,"Mediocre","Free sulfur dioxide",-0.370445858252912
6,"Mediocre","Free sulfur dioxide",-1.03965187688184
5,"Mediocre","Free sulfur dioxide",-0.370445858252912
5,"Mediocre","Free sulfur dioxide",1.73277305743801
3,"Poor","Free sulfur dioxide",0.0119575809636188
5,"Mediocre","Free sulfur dioxide",-0.274844998448779
5,"Mediocre","Free sulfur dioxide",-0.848450157273575
6,"Mediocre","Free sulfur dioxide",0.681163599592547
6,"Mediocre","Free sulfur dioxide",-0.561647577861177
6,"Mediocre","Free sulfur dioxide",-0.466046718057044
6,"Mediocre","Free sulfur dioxide",-0.466046718057044
5,"Mediocre","Free sulfur dioxide",-1.13525273668597
5,"Mediocre","Free sulfur dioxide",0.872365319200812
5,"Mediocre","Free sulfur dioxide",0.872365319200812
5,"Mediocre","Free sulfur dioxide",0.394361020180149
5,"Mediocre","Free sulfur dioxide",1.73277305743801
5,"Mediocre","Free sulfur dioxide",-0.752849297469442
5,"Mediocre","Free sulfur dioxide",-0.752849297469442
5,"Mediocre","Free sulfur dioxide",-0.848450157273575
5,"Mediocre","Free sulfur dioxide",1.92397477704627
6,"Mediocre","Free sulfur dioxide",-0.0836432788405138
5,"Mediocre","Free sulfur dioxide",-1.03965187688184
5,"Mediocre","Free sulfur dioxide",-1.03965187688184
5,"Mediocre","Free sulfur dioxide",0.298760160376017
5,"Mediocre","Free sulfur dioxide",1.06356703880908
6,"Mediocre","Free sulfur dioxide",-1.23085359649011
5,"Mediocre","Free sulfur dioxide",-1.13525273668597
5,"Mediocre","Free sulfur dioxide",0.107558440767751
7,"Good","Free sulfur dioxide",-0.274844998448779
6,"Mediocre","Free sulfur dioxide",-0.561647577861177
5,"Mediocre","Free sulfur dioxide",1.63717219763387
5,"Mediocre","Free sulfur dioxide",1.63717219763387
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
8,"Good","Free sulfur dioxide",-1.23085359649011
6,"Mediocre","Free sulfur dioxide",-0.370445858252912
7,"Good","Free sulfur dioxide",0.203159300571884
6,"Mediocre","Free sulfur dioxide",-0.752849297469442
6,"Mediocre","Free sulfur dioxide",2.3063782162628
7,"Good","Free sulfur dioxide",1.82837391724214
6,"Mediocre","Free sulfur dioxide",2.3063782162628
6,"Mediocre","Free sulfur dioxide",-1.03965187688184
6,"Mediocre","Free sulfur dioxide",-0.752849297469442
6,"Mediocre","Free sulfur dioxide",-0.752849297469442
5,"Mediocre","Free sulfur dioxide",-0.370445858252912
5,"Mediocre","Free sulfur dioxide",-1.23085359649011
5,"Mediocre","Free sulfur dioxide",-0.752849297469442
5,"Mediocre","Free sulfur dioxide",-1.23085359649011
7,"Good","Free sulfur dioxide",0.489961879984282
5,"Mediocre","Free sulfur dioxide",-1.23085359649011
5,"Mediocre","Free sulfur dioxide",1.54157133782974
5,"Mediocre","Free sulfur dioxide",-1.23085359649011
5,"Mediocre","Free sulfur dioxide",0.77676445939668
6,"Mediocre","Free sulfur dioxide",2.21077735645867
4,"Poor","Free sulfur dioxide",-0.179244138644646
6,"Mediocre","Free sulfur dioxide",-0.752849297469442
6,"Mediocre","Free sulfur dioxide",-0.752849297469442
6,"Mediocre","Free sulfur dioxide",0.681163599592547
5,"Mediocre","Free sulfur dioxide",-0.944051017077707
5,"Mediocre","Free sulfur dioxide",1.06356703880908
5,"Mediocre","Free sulfur dioxide",2.11517649665454
5,"Mediocre","Free sulfur dioxide",0.203159300571884
6,"Mediocre","Free sulfur dioxide",-0.274844998448779
6,"Mediocre","Free sulfur dioxide",-1.23085359649011
7,"Good","Free sulfur dioxide",-0.466046718057044
6,"Mediocre","Free sulfur dioxide",3.74039111332479
6,"Mediocre","Free sulfur dioxide",3.74039111332479
5,"Mediocre","Free sulfur dioxide",1.06356703880908
5,"Mediocre","Free sulfur dioxide",-0.0836432788405138
5,"Mediocre","Free sulfur dioxide",-1.23085359649011
6,"Mediocre","Free sulfur dioxide",1.44597047802561
7,"Good","Free sulfur dioxide",-0.0836432788405138
6,"Mediocre","Free sulfur dioxide",0.298760160376017
5,"Mediocre","Free sulfur dioxide",0.203159300571884
5,"Mediocre","Free sulfur dioxide",-0.752849297469442
6,"Mediocre","Free sulfur dioxide",1.44597047802561
6,"Mediocre","Free sulfur dioxide",0.298760160376017
5,"Mediocre","Free sulfur dioxide",0.203159300571884
5,"Mediocre","Free sulfur dioxide",0.585562739788414
5,"Mediocre","Free sulfur dioxide",2.3063782162628
8,"Good","Free sulfur dioxide",-0.0836432788405138
7,"Good","Free sulfur dioxide",-0.0836432788405138
7,"Good","Free sulfur dioxide",-0.752849297469442
7,"Good","Free sulfur dioxide",2.0195756368504
5,"Mediocre","Free sulfur dioxide",1.06356703880908
6,"Mediocre","Free sulfur dioxide",-0.848450157273575
6,"Mediocre","Free sulfur dioxide",-0.657248437665309
6,"Mediocre","Free sulfur dioxide",2.11517649665454
5,"Mediocre","Free sulfur dioxide",1.06356703880908
5,"Mediocre","Free sulfur dioxide",-0.752849297469442
7,"Good","Free sulfur dioxide",-0.848450157273575
6,"Mediocre","Free sulfur dioxide",1.73277305743801
4,"Poor","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",-0.179244138644646
6,"Mediocre","Free sulfur dioxide",-0.179244138644646
5,"Mediocre","Free sulfur dioxide",1.73277305743801
5,"Mediocre","Free sulfur dioxide",1.73277305743801
7,"Good","Free sulfur dioxide",1.44597047802561
4,"Poor","Free sulfur dioxide",0.298760160376017
7,"Good","Free sulfur dioxide",1.44597047802561
3,"Poor","Free sulfur dioxide",0.394361020180149
5,"Mediocre","Free sulfur dioxide",-0.752849297469442
5,"Mediocre","Free sulfur dioxide",-0.752849297469442
6,"Mediocre","Free sulfur dioxide",0.681163599592547
5,"Mediocre","Free sulfur dioxide",-0.179244138644646
5,"Mediocre","Free sulfur dioxide",3.07118509469586
7,"Good","Free sulfur dioxide",0.0119575809636188
5,"Mediocre","Free sulfur dioxide",3.07118509469586
7,"Good","Free sulfur dioxide",0.0119575809636188
3,"Poor","Free sulfur dioxide",-1.23085359649011
5,"Mediocre","Free sulfur dioxide",-0.561647577861177
4,"Poor","Free sulfur dioxide",-0.944051017077707
5,"Mediocre","Free sulfur dioxide",-0.561647577861177
4,"Poor","Free sulfur dioxide",-1.23085359649011
5,"Mediocre","Free sulfur dioxide",-0.944051017077707
4,"Poor","Free sulfur dioxide",-1.13525273668597
5,"Mediocre","Free sulfur dioxide",-0.752849297469442
5,"Mediocre","Free sulfur dioxide",-0.657248437665309
5,"Mediocre","Free sulfur dioxide",-0.657248437665309
5,"Mediocre","Free sulfur dioxide",-1.03965187688184
6,"Mediocre","Free sulfur dioxide",-1.13525273668597
6,"Mediocre","Free sulfur dioxide",-0.752849297469442
5,"Mediocre","Free sulfur dioxide",-1.03965187688184
5,"Mediocre","Free sulfur dioxide",-0.944051017077707
5,"Mediocre","Free sulfur dioxide",0.681163599592547
7,"Good","Free sulfur dioxide",-0.0836432788405138
6,"Mediocre","Free sulfur dioxide",-0.0836432788405138
5,"Mediocre","Free sulfur dioxide",0.681163599592547
6,"Mediocre","Free sulfur dioxide",-0.848450157273575
6,"Mediocre","Free sulfur dioxide",-0.848450157273575
6,"Mediocre","Free sulfur dioxide",-0.848450157273575
5,"Mediocre","Free sulfur dioxide",-0.752849297469442
5,"Mediocre","Free sulfur dioxide",0.489961879984282
5,"Mediocre","Free sulfur dioxide",-0.0836432788405138
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",-1.03965187688184
3,"Poor","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",-0.944051017077707
6,"Mediocre","Free sulfur dioxide",-1.03965187688184
6,"Mediocre","Free sulfur dioxide",0.107558440767751
5,"Mediocre","Free sulfur dioxide",-0.848450157273575
6,"Mediocre","Free sulfur dioxide",0.967966179004945
5,"Mediocre","Free sulfur dioxide",0.298760160376017
6,"Mediocre","Free sulfur dioxide",-0.466046718057044
6,"Mediocre","Free sulfur dioxide",0.107558440767751
6,"Mediocre","Free sulfur dioxide",0.0119575809636188
